# data from sep on SN19323 with a SB cutoff of 25 mag/sqr-arcsec on 2016-05-18
# thresh, npix, tnpix, xmin, xmax, ymin, ymax, x, y, x2, y2, xy, a, b, theta, cxx, cyy, cxy, cflux, flux, cpeak, peak, xcpeak, ycpeak, xpeak, ypeak, flag
1.217466397540567072e-20,1.890000000000000000e+02,1.770000000000000000e+02,3.260000000000000000e+02,3.410000000000000000e+02,3.000000000000000000e+00,1.800000000000000000e+01,3.331623436275275481e+02,1.062592188572099161e+01,8.833591137441032970e+00,8.622960397489102036e+00,-5.186967814787379893e-02,2.974167346954345703e+00,2.934430122375488281e+00,-2.288219183683395386e-01,1.132082417607307434e-01,1.159735471010208130e-01,1.361962640658020973e-03,1.216038797540634772e-17,1.225740550791085468e-17,1.932544391553111362e-19,2.029940255790284760e-19,3.330000000000000000e+02,1.100000000000000000e+01,3.330000000000000000e+02,1.100000000000000000e+01,0.000000000000000000e+00
1.217466397540567072e-20,1.030000000000000000e+02,1.020000000000000000e+02,4.520000000000000000e+02,4.630000000000000000e+02,9.000000000000000000e+00,1.900000000000000000e+01,4.575400460743573490e+02,1.415002616499130461e+01,6.470127581082717683e+00,5.764480759472654370e+00,1.472534460220131791e-02,2.543704986572265625e+00,2.400869369506835938e+00,2.085576392710208893e-02,1.545573621988296509e-01,1.734771728515625000e-01,-7.896323804743587971e-04,2.963938061263523395e-18,3.022885433255889807e-18,5.687966603022819369e-20,5.980096422338431562e-20,4.580000000000000000e+02,1.400000000000000000e+01,4.580000000000000000e+02,1.400000000000000000e+01,0.000000000000000000e+00
1.217466397540567072e-20,1.710000000000000000e+02,1.700000000000000000e+02,1.119000000000000000e+03,1.137000000000000000e+03,2.600000000000000000e+01,3.700000000000000000e+01,1.126386567056343893e+03,3.196142732249457197e+01,1.667266872917468135e+01,6.679747515603672525e+00,2.103081546923149858e+00,4.134880542755126953e+00,2.501035213470458984e+00,1.992024481296539307e-01,6.245891377329826355e-02,1.558976173400878906e-01,-3.932968527078628540e-02,5.339318091541478880e-18,5.416589582053426237e-18,7.855555270361668525e-20,8.258471715561980520e-20,1.125000000000000000e+03,3.200000000000000000e+01,1.125000000000000000e+03,3.200000000000000000e+01,0.000000000000000000e+00
1.217466397540567072e-20,9.800000000000000000e+01,9.800000000000000000e+01,5.940000000000000000e+02,6.080000000000000000e+02,1.970000000000000000e+02,2.050000000000000000e+02,6.008522635277547579e+02,2.011196614838564187e+02,1.229191114721855627e+01,4.785029855244136598e+00,-2.277417187707818869e+00,3.595663309097290039e+00,2.036699771881103516e+00,-2.726856470108032227e-01,8.922211825847625732e-02,2.291961461305618286e-01,8.492987602949142456e-02,1.415788274375348767e-18,1.430369814213433539e-18,1.733122875029168450e-20,1.761287728651745486e-20,6.000000000000000000e+02,2.010000000000000000e+02,6.000000000000000000e+02,2.010000000000000000e+02,0.000000000000000000e+00
1.217466397540567072e-20,2.650000000000000000e+02,2.550000000000000000e+02,1.005000000000000000e+03,1.022000000000000000e+03,2.550000000000000000e+02,2.730000000000000000e+02,1.013363981601744285e+03,2.640295321113266596e+02,1.046737011948923168e+01,1.056545622158760978e+01,-1.794422681379614914e-02,3.250943899154663086e+00,3.234840154647827148e+00,-1.395417571067810059e+00,9.553525596857070923e-02,9.464833885431289673e-02,3.245115512982010841e-04,2.720442186476238096e-17,2.730913465850546873e-17,3.881457136464998605e-19,4.067081118812843626e-19,1.013000000000000000e+03,2.640000000000000000e+02,1.013000000000000000e+03,2.640000000000000000e+02,0.000000000000000000e+00
1.217466397540567072e-20,4.310000000000000000e+02,4.300000000000000000e+02,1.190000000000000000e+02,1.590000000000000000e+02,2.750000000000000000e+02,3.070000000000000000e+02,1.386494434717503168e+02,2.907348519566131699e+02,9.864329602791764273e+01,7.148760777655297716e+01,7.718805077228955724e+01,1.278431129455566406e+01,2.586945533752441406e+00,6.983358263969421387e-01,6.535842269659042358e-02,9.018584340810775757e-02,-1.411402374505996704e-01,6.579716365505065254e-18,6.621936077560078063e-18,2.083364555757331677e-20,2.111759792105201801e-20,1.400000000000000000e+02,2.930000000000000000e+02,1.400000000000000000e+02,2.930000000000000000e+02,0.000000000000000000e+00
1.217466397540567072e-20,8.600000000000000000e+01,8.400000000000000000e+01,1.000000000000000000e+01,1.900000000000000000e+01,3.290000000000000000e+02,3.390000000000000000e+02,1.469725520651229012e+01,3.344677662943748260e+02,5.036865243790494162e+00,5.746764264716020421e+00,-1.028851609735319528e-01,2.400286436080932617e+00,2.241038799285888672e+00,-1.429732799530029297e+00,1.986088156700134277e-01,1.740746200084686279e-01,7.111445069313049316e-03,2.135730090389704860e-18,2.184119122248291288e-18,4.495082656194135810e-20,4.734440614250852287e-20,1.500000000000000000e+01,3.350000000000000000e+02,1.500000000000000000e+01,3.350000000000000000e+02,0.000000000000000000e+00
1.217466397540567072e-20,7.500000000000000000e+02,7.500000000000000000e+02,2.390000000000000000e+02,2.970000000000000000e+02,3.850000000000000000e+02,4.090000000000000000e+02,2.709635363197606921e+02,3.947776446698000541e+02,2.351452450114559269e+02,2.420839790425436888e+01,3.158634100121975052e+01,1.548462200164794922e+01,4.424942016601562500e+00,1.454926878213882446e-01,5.156436003744602203e-03,5.008639395236968994e-02,-1.345590408891439438e-02,1.148480971679958874e-17,1.152060099472414570e-17,2.679395200687384392e-20,2.713092309332549968e-20,2.820000000000000000e+02,3.940000000000000000e+02,2.820000000000000000e+02,3.940000000000000000e+02,0.000000000000000000e+00
1.217466397540567072e-20,1.818000000000000000e+03,1.811000000000000000e+03,1.960000000000000000e+02,2.600000000000000000e+02,4.110000000000000000e+02,4.500000000000000000e+02,2.284100195284466395e+02,4.308912601030604606e+02,1.981421417625911090e+02,7.069930757081863248e+01,-4.824271096427594330e+01,1.464050197601318359e+01,7.382218360900878906e+00,-3.240109682083129883e-01,6.052425596863031387e-03,1.696255058050155640e-02,8.259923197329044342e-03,4.568940054370528871e-17,4.572931697134464762e-17,6.943083935601327455e-20,7.031777084312618733e-20,2.280000000000000000e+02,4.310000000000000000e+02,2.280000000000000000e+02,4.310000000000000000e+02,0.000000000000000000e+00
1.217466397540567072e-20,2.180000000000000000e+02,2.180000000000000000e+02,1.379000000000000000e+03,1.401000000000000000e+03,4.440000000000000000e+02,4.650000000000000000e+02,1.389562242034018482e+03,4.543596520410071093e+02,3.349439835247879671e+01,2.957165313872734203e+01,-2.696653300847134460e+01,7.653155803680419922e+00,2.120202302932739258e+00,-7.490953207015991211e-01,1.123155429959297180e-01,1.272144466638565063e-01,2.048421800136566162e-01,3.431646452321165930e-18,3.467182545026750276e-18,1.921205813306540735e-20,1.950492369076179425e-20,1.391000000000000000e+03,4.530000000000000000e+02,1.391000000000000000e+03,4.530000000000000000e+02,0.000000000000000000e+00
