8.800000000000000000e+01,6.597171255594175818e+02,2.324173245566163359e+01,2.364639759063720703e+00,2.273277521133422852e+00,9.400593042373657227e-01
5.800000000000000000e+01,1.108241966435542054e+03,3.790852956714263655e+01,2.055227041244506836e+00,1.908982753753662109e+00,-1.424154281616210938e+00
6.400000000000000000e+01,1.171505820014050869e+03,3.952495851443164554e+01,2.177689552307128906e+00,1.966110229492187500e+00,-7.100679446011781693e-03
8.400000000000000000e+01,1.432278392881934224e+03,4.833590386791731675e+01,2.336962699890136719e+00,2.255100727081298828e+00,-8.976809978485107422e-01
5.900000000000000000e+01,8.013909395544546896e+02,5.304235874023391517e+01,2.109800100326538086e+00,1.876093029975891113e+00,1.454745531082153320e+00
7.700000000000000000e+01,1.531585804316704525e+03,5.512783412607090838e+01,2.279412031173706055e+00,2.219528436660766602e+00,1.128554344177246094e+00
1.290000000000000000e+02,1.361874734623612540e+03,5.678480288935801923e+01,2.688807725906372070e+00,2.614733695983886719e+00,1.152416706085205078e+00
6.600000000000000000e+01,1.906330429002781329e+03,6.270834835402251173e+01,2.135420083999633789e+00,2.071054220199584961e+00,-6.882857680320739746e-01
5.600000000000000000e+01,1.090738561592676433e+03,7.155643308307790562e+01,1.985274910926818848e+00,1.946946382522583008e+00,-1.431892395019531250e+00
5.300000000000000000e+01,2.581602253163346745e+02,8.258996930744247322e+01,1.948224425315856934e+00,1.848331451416015625e+00,-1.361513972282409668e+00
1.330000000000000000e+02,1.227115984708108726e+03,1.605878396396877008e+02,2.703160047531127930e+00,2.595125198364257812e+00,1.439534306526184082e+00
1.780000000000000000e+02,7.854584703570849591e+00,1.680786006137427648e+02,2.985527276992797852e+00,2.879409790039062500e+00,-1.396658778190612793e+00
9.500000000000000000e+01,1.859463767597169635e+03,2.113922179919462678e+02,2.523956537246704102e+00,2.275991439819335938e+00,-1.467714905738830566e+00
3.040000000000000000e+02,1.322359884189999775e+03,2.220676717568652805e+02,6.086633205413818359e+00,3.053601026535034180e+00,-1.520229935646057129e+00
5.200000000000000000e+01,3.442527103358612521e+02,2.583886173044472798e+02,1.977212786674499512e+00,1.829432249069213867e+00,1.122076749801635742e+00
5.500000000000000000e+01,6.496444789405589972e+02,3.014465110535539338e+02,1.960971593856811523e+00,1.907875895500183105e+00,-6.511651277542114258e-01
1.160000000000000000e+02,8.422614302867372089e+02,3.217907634419613032e+02,3.222916603088378906e+00,2.256583929061889648e+00,1.463198542594909668e+00
9.000000000000000000e+01,1.234000801800941872e+03,3.310872803644932674e+02,2.364620208740234375e+00,2.318624019622802734e+00,-1.244720578193664551e+00
1.340000000000000000e+02,5.524989264964300446e+02,3.358934673947069882e+02,3.044312477111816406e+00,2.602303504943847656e+00,1.382521867752075195e+00
9.300000000000000000e+01,2.070264658845267604e+03,3.510235666957087233e+02,2.466166496276855469e+00,2.313399791717529297e+00,1.263675093650817871e+00
8.600000000000000000e+01,1.619544131983048985e+01,3.758326253958923076e+02,2.426440477371215820e+00,2.219356775283813477e+00,1.356347322463989258e+00
1.453000000000000000e+03,1.776024372741874004e+03,3.646440869671757241e+02,4.425819873809814453e+00,4.054510593414306641e+00,-1.279523372650146484e+00
1.360000000000000000e+02,1.385715097273690844e+03,4.397759257082030899e+02,2.789324283599853516e+00,2.664492130279541016e+00,1.403670907020568848e+00
1.940000000000000000e+02,1.490010438929509746e+03,4.779350054371047918e+02,3.173550367355346680e+00,3.009195804595947266e+00,-1.543849110603332520e+00
1.100000000000000000e+02,1.870770607490453813e+03,5.256379460412346134e+02,2.556239366531372070e+00,2.488389015197753906e+00,-1.490962624549865723e+00
1.200000000000000000e+02,2.302917967360769325e+01,5.307265147049489542e+02,2.654347658157348633e+00,2.578571557998657227e+00,9.513560533523559570e-01
7.400000000000000000e+01,4.618724321466413585e+02,5.457334287081276898e+02,2.282865285873413086e+00,2.116830110549926758e+00,1.337383866310119629e+00
5.700000000000000000e+01,2.076691969133267321e+03,5.701262419037129803e+02,1.982756376266479492e+00,1.962751269340515137e+00,1.510217666625976562e+00
7.900000000000000000e+01,1.110264433296493507e+03,5.764679109417151039e+02,2.776481866836547852e+00,1.942331075668334961e+00,1.404731512069702148e+00
9.400000000000000000e+01,2.608759573971705947e+01,5.826108024214119041e+02,2.500558614730834961e+00,2.338906288146972656e+00,-2.631045877933502197e-01
7.800000000000000000e+01,1.917954563081420076e+02,6.259184362126866290e+02,2.316569089889526367e+00,2.201555013656616211e+00,5.124219655990600586e-01
8.000000000000000000e+01,5.586629969890415737e+01,6.293575069409301932e+02,2.386836767196655273e+00,2.181187152862548828e+00,1.155788660049438477e+00
6.700000000000000000e+01,1.020729106062508095e+03,6.568262814068228863e+02,2.274328231811523438e+00,2.008103370666503906e+00,1.718816012144088745e-01
6.500000000000000000e+01,8.680013103753487940e+02,6.902422415125076895e+02,2.126209735870361328e+00,2.116966962814331055e+00,-1.343461394309997559e+00
7.700000000000000000e+01,1.553992136202872416e+03,7.305466648453780181e+02,2.293125629425048828e+00,2.144207000732421875e+00,1.461647272109985352e+00
5.700000000000000000e+01,2.086782398470514636e+03,8.915513430895920237e+02,1.981883525848388672e+00,1.942631483078002930e+00,1.680284887552261353e-01
6.900000000000000000e+01,1.559952083932438427e+03,9.005596493761680676e+02,2.211567163467407227e+00,2.046978950500488281e+00,1.400238633155822754e+00
2.490000000000000000e+02,2.649511710434373413e+02,9.417452323252571205e+02,3.283924341201782227e+00,3.176280021667480469e+00,-1.484567880630493164e+00
4.477000000000000000e+03,5.852919200467080145e+02,9.536302503465211657e+02,4.503900527954101562e+01,6.349523067474365234e+00,-1.184046864509582520e+00
1.790000000000000000e+02,1.844337527879412164e+03,1.057612325685147880e+03,3.003460168838500977e+00,2.898963212966918945e+00,-1.484366536140441895e+00
3.215000000000000000e+03,1.027304444313469958e+03,1.048634011045049419e+03,1.432638359069824219e+01,1.379720115661621094e+01,8.622815608978271484e-01
9.400000000000000000e+01,1.043752020772619744e+03,1.098778657063643095e+03,2.988428354263305664e+00,2.233555078506469727e+00,8.069848418235778809e-01
2.749000000000000000e+03,8.127684063001818231e+02,1.090948577968476229e+03,1.881292533874511719e+01,8.379129409790039062e+00,-8.037643432617187500e-01
5.260000000000000000e+02,4.154379679151213622e+02,1.155592418261481498e+03,1.106709575653076172e+01,3.288075447082519531e+00,1.424839615821838379e+00
1.000000000000000000e+02,8.686578158261860949e+01,1.175759653544450202e+03,2.455105304718017578e+00,2.415989875793457031e+00,5.645928382873535156e-01
9.700000000000000000e+01,1.510401019135933609e+02,1.223987658731989086e+03,2.403012990951538086e+00,2.383518934249877930e+00,-1.198820024728775024e-01
3.090000000000000000e+02,2.980363720299069996e+02,1.234632984191151309e+03,6.895395278930664062e+00,2.971417188644409180e+00,-8.984624594449996948e-02
5.100000000000000000e+01,5.546735127399546883e+01,1.240753548575560444e+03,1.913834214210510254e+00,1.833694934844970703e+00,-4.370079338550567627e-01
5.100000000000000000e+01,1.124095602131827263e+03,1.309791618644041137e+03,1.968672394752502441e+00,1.783158302307128906e+00,-1.425145030021667480e+00
5.100000000000000000e+01,1.363269176695860551e+03,1.361177713305764200e+03,2.215568065643310547e+00,1.767719626426696777e+00,4.658202826976776123e-02
5.900000000000000000e+01,1.741895507998702442e+03,1.394993237680125276e+03,1.997886896133422852e+00,1.979257106781005859e+00,1.432150244712829590e+00
