#title
#, npix-1?, npix-2?, , , , , x, y, , , , a, b, theta, , , , , , , , , , , ,
#, , , , , , , pix, pix, , , , pix, pix, rad, , , , , , , , , , , ,
7.000000216066837311e-03,1.060000000000000000e+02,1.040000000000000000e+02,1.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00,8.000000000000000000e+00,8.306915205902647870e+00,2.484947758797162898e+00,9.757571141689673766e+00,3.656293807236949966e+00,-1.132744964688541245e-01,3.124047517776489258e+00,1.911593914031982422e+00,-1.855717599391937256e-02,1.025213897228240967e-01,2.735993862152099609e-01,6.352366413921117783e-03,2.399921655654907227e+00,2.545376300811767578e+00,6.236396729946136475e-02,6.728506833314895630e-02,9.000000000000000000e+00,1.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
7.000000216066837311e-03,7.500000000000000000e+01,7.500000000000000000e+01,2.020000000000000000e+02,2.130000000000000000e+02,5.000000000000000000e+00,1.300000000000000000e+01,2.073215319542907196e+02,8.575104886907400470e+00,7.574186373942097816e+00,4.256198361994606216e+00,1.402025666681900873e+00,2.843813180923461914e+00,1.934712171554565430e+00,3.508229553699493408e-01,1.406005471944808960e-01,2.502079606056213379e-01,-9.262987971305847168e-02,7.722129225730895996e-01,7.884864807128906250e-01,1.423399243503808975e-02,1.470867916941642761e-02,2.070000000000000000e+02,9.000000000000000000e+00,2.070000000000000000e+02,9.000000000000000000e+00,1.000000000000000000e+00
7.000000216066837311e-03,1.590000000000000000e+02,1.570000000000000000e+02,1.500000000000000000e+02,1.700000000000000000e+02,3.000000000000000000e+00,1.300000000000000000e+01,1.633858910002286677e+02,7.845300412493331876e+00,2.547181413084234691e+01,6.218658655100526289e+00,3.720262608037330665e+00,5.115239143371582031e+00,2.350489854812622070e+00,1.843887567520141602e-01,4.301778972148895264e-02,1.762021631002426147e-01,-5.147009342908859253e-02,1.986478805541992188e+00,2.017234325408935547e+00,2.266482822597026825e-02,2.345433644950389862e-02,1.640000000000000000e+02,8.000000000000000000e+00,1.640000000000000000e+02,8.000000000000000000e+00,1.000000000000000000e+00
7.000000216066837311e-03,9.900000000000000000e+01,9.900000000000000000e+01,1.780000000000000000e+02,1.920000000000000000e+02,6.000000000000000000e+00,1.400000000000000000e+01,1.851602366309607817e+02,9.709775478993796227e+00,1.288493368982616261e+01,4.455215828799760303e+00,-2.815067642371285928e+00,3.706557750701904297e+00,1.897782802581787109e+00,-2.944249808788299561e-01,9.003973007202148438e-02,2.604039907455444336e-01,1.137848049402236938e-01,9.978432059288024902e-01,1.016211271286010742e+00,1.345294993370771408e-02,1.379405334591865540e-02,1.870000000000000000e+02,9.000000000000000000e+00,1.870000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00
7.000000216066837311e-03,6.100000000000000000e+01,6.100000000000000000e+01,1.090000000000000000e+02,1.160000000000000000e+02,6.000000000000000000e+00,1.500000000000000000e+01,1.123846283587261894e+02,1.089680337931424603e+01,3.440191405607649244e+00,5.127344445667070261e+00,4.717700008012606361e-01,2.291353702545166016e+00,1.821327447891235352e+00,1.315837860107421875e+00,2.943961620330810547e-01,1.975250691175460815e-01,-5.417512729763984680e-02,6.769123673439025879e-01,6.974893212318420410e-01,1.672184839844703674e-02,1.754971966147422791e-02,1.120000000000000000e+02,1.100000000000000000e+01,1.120000000000000000e+02,1.100000000000000000e+01,0.000000000000000000e+00
7.000000216066837311e-03,1.210000000000000000e+02,1.210000000000000000e+02,2.400000000000000000e+02,2.530000000000000000e+02,5.000000000000000000e+00,1.600000000000000000e+01,2.453819172236478607e+02,1.083977340424491054e+01,1.080818094612386915e+01,6.688384474096956467e+00,1.739443126261360106e+00,3.382951736450195312e+00,2.460122585296630859e+00,3.506262004375457764e-01,9.656419605016708374e-02,1.560441553592681885e-01,-5.022675544023513794e-02,1.503246665000915527e+00,1.535135865211486816e+00,2.164306864142417908e-02,2.250160463154315948e-02,2.440000000000000000e+02,1.000000000000000000e+01,2.440000000000000000e+02,1.000000000000000000e+01,0.000000000000000000e+00
7.000000216066837311e-03,2.760000000000000000e+02,2.720000000000000000e+02,2.680000000000000000e+02,2.960000000000000000e+02,7.000000000000000000e+00,1.900000000000000000e+01,2.819668270897430489e+02,1.237843223900244283e+01,5.117893994513889311e+01,7.836453810096973172e+00,1.491755590711278501e+00,7.157528877258300781e+00,2.790192127227783203e+00,3.436365351080894470e-02,1.964830793440341949e-02,1.283207386732101440e-01,-7.480544969439506531e-03,3.798604726791381836e+00,3.848426580429077148e+00,2.424760535359382629e-02,2.506684325635433197e-02,2.760000000000000000e+02,1.200000000000000000e+01,2.760000000000000000e+02,1.200000000000000000e+01,0.000000000000000000e+00
7.000000216066837311e-03,1.120000000000000000e+02,1.120000000000000000e+02,6.600000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,7.317750485192307508e+01,4.239736870988181749e+00,1.090359044570259073e+01,6.277717228643673764e+00,1.260116960164069155e+00,3.350310564041137695e+00,2.440640687942504883e+00,2.494259178638458252e-01,9.389099478721618652e-02,1.630766242742538452e-01,-3.769320249557495117e-02,1.480244755744934082e+00,1.509499430656433105e+00,2.043630182743072510e-02,2.108024433255195618e-02,7.300000000000000000e+01,4.000000000000000000e+00,7.300000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00
7.000000216066837311e-03,1.660000000000000000e+02,1.640000000000000000e+02,7.700000000000000000e+01,9.500000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,8.611212016738356567e+01,3.795476457699076267e+00,1.225184918049183125e+01,6.050385966123791093e+00,7.137923972035764564e-02,3.500381469726562500e+00,2.459586143493652344e+00,1.150803174823522568e-02,8.162594586610794067e-02,1.652900725603103638e-01,-1.925959018990397453e-03,4.974745750427246094e+00,5.095435142517089844e+00,8.258770406246185303e-02,8.683466166257858276e-02,8.600000000000000000e+01,3.000000000000000000e+00,8.600000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00
7.000000216066837311e-03,2.440000000000000000e+02,2.420000000000000000e+02,3.300000000000000000e+01,5.300000000000000000e+01,0.000000000000000000e+00,1.800000000000000000e+01,4.665318017640939985e+01,7.650868745014861361e+00,2.619915329616912913e+01,1.837791186084297124e+01,6.409673372468446928e+00,5.458661556243896484e+00,3.844486951828002930e+00,5.114872455596923828e-01,4.172987118363380432e-02,5.948920175433158875e-02,-2.910829707980155945e-02,2.598897695541381836e+00,2.628624439239501953e+00,1.612390577793121338e-02,1.652520149946212769e-02,4.600000000000000000e+01,1.000000000000000000e+01,4.600000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00
