#Data from sep for host of SDSS SN2635, calculated a week or so before 2016-03-15
#SN ID, npix, x, y, a, b, theta
2635.1, 95, 1108.1448309503585, 37.95088945611436, 2.43723464012146, 2.371455192565918, -1.4546968936920166
2635.2, 7398, 1027.0670854882237,	1049.7834967223419, 22.39594078063965, 17.583457946777344, 1.5403416156768799
2635, 7398, 1027.0670854882237,	1049.7834967223419, 75.0, 50.0, 1.5403416156768799
1, 95, 1108.1448309503585, 37.95088945611436, 2.43723464012146, 2.371455192565918, -1.4546968936920166
