12781, 1320, 417.497562116, 1284.43644931, 7.28302526474, 6.00377511978, 0.761710584164
12860, 449, 1220.43953435, 434.484714721, 6.45176315308, 3.0761320591, -0.872592449188
12874, 589, 371.658338699, 679.05922018, 6.20104598999, 4.92398786545, 1.56733930111
12930, 784, 1459.80692385, 984.499804428, 6.90537977219, 5.64685058594, -0.0941306129098
13038, 88, 949.270865566, 780.30167907, 1.79530620575, 1.61815702915, 1.21735227108
13135, 989, 1925.65734674, 958.555486191, 8.01834201813, 3.68207120895, 1.44614374638
13354, 320, 1545.02609352, 1281.55294642, 4.836165905, 3.0759396553, -0.906028985977
13411, 55, 1815.53567559, 699.343829511, 2.12666606903, 1.67107605934, 1.13685059547
13506, 85, 1075.97264922, 596.793623795, 2.31270813942, 1.74410259724, -0.63990598917
13615, 38, 1323.3136761, 376.692372372, 1.69155979156, 1.32625031471, 1.21937000751
13689, 212, 1696.89115948, 873.849024457, 3.13302826881, 2.92170119286, 0.714668631554
13894, 56, 1642.89390741, 155.150721742, 2.02735185623, 1.45156896114, 1.16834497452
13896, 33, 1341.44036692, 1283.39170493, 1.4574919939, 1.37575113773, 0.875379920006
14113, 91, 257.796849978, 1114.42267406, 2.35037374496, 1.95797860622, 0.668178319931
14157, 353, 1738.5738788, 537.687037663, 3.95378851891, 3.81930947304, -0.769299268723
1415, 517, 1701.05956343, 830.161279658, 5.64299154282, 3.74320292473, 0.881689310074
14279, 1573, 1539.72936727, 428.987387429, 8.36152172089, 5.00057649612, 1.43801438808
14284, 140, 327.521424664, 613.119048891, 2.4053401947, 1.83664131165, -1.56378090382
14437, 53, 636.228239187, 454.334707087, 1.68717253208, 1.61740076542, -0.227099090815
14871, 67, 154.24143077, 501.567858349, 1.9865322113, 1.53718793392, 1.07603335381
14984, 311, 1127.87227283, 610.542024122, 4.19560337067, 3.79825782776, -0.638994455338
15222, 586, 730.718059696, 1189.18425427, 6.61482954025, 3.61643576622, 1.3660005331
15229, 31, 449.618011542, 132.540114108, 1.41509449482, 1.29701554775, -1.35346865654
15345, 108, 1717.90960552, 743.044431097, 2.41221618652, 1.6791741848, -1.53550648689
15461, 267, 1293.20643944, 518.87920495, 3.88163161278, 3.57099843025, 1.56338596344
15587, 284, 1517.7682799, 422.577918694, 4.09914255142, 3.18842077255, -1.29435420036
15850, 146, 913.219512767, 402.57409607, 2.78835105896, 2.44769310951, -0.463895499706
17208, 17, 563.65136628, 1068.91016918, 1.22267639637, 0.973421990871, -1.2836432457
17371, 117, 318.934336933, 902.595698114, 3.26321697235, 1.97018992901, -1.25495409966
17745, 289, 799.057159267, 810.364374206, 4.15796136856, 3.27593564987, -0.817865252495
17884, 126, 1192.69896893, 235.726434815, 2.71006345749, 2.34356784821, -1.02603924274
17886, 8278, 577.916530827, 766.081779867, 17.2563743591, 10.8870477676, 1.2494686842
18030, 160, 247.572477081, 1052.10210589, 2.79141187668, 2.42972755432, -0.368744879961
18241, 133, 771.412927655, 1075.25368696, 2.82100081444, 2.24267554283, 1.0207593441
18323, 76, 279.106068562, 984.440725177, 2.41084432602, 1.57529699802, -0.790718615055
18415, 439, 157.092704317, 517.797827312, 4.84880971909, 3.14648985863, 1.03665030003
18602, 57, 1792.8600221, 600.255953172, 2.43455934525, 1.36113750935, 0.560080885887
18835, 439, 1394.98933541, 567.856766072, 4.63599824905, 3.58102846146, -1.39268887043
19048, 199, 1672.13413486, 741.676734025, 2.857442379, 2.60892295837, -1.40229487419
19174, 297, 1808.69386243, 296.307011761, 4.48712491989, 2.21397185326, -1.23095047474
19282, 25, 1210.11181307, 856.567686734, 1.36126589775, 1.19614803791, 0.924070298672
19323, 1403, 255.335424535, 1017.17187141, 8.61514377594, 7.09295654297, 0.880199670792
19616, 579, 1759.92360928, 859.529488763, 5.2938337326, 3.74762034416, -0.400576353073
20350, 580, 923.634429262, 786.756012424, 2.4888420105, 2.24394035339, 0.498741328716
20874, 120, 874.829820103, 786.930286923, 2.6606361866, 2.30064034462, -1.35248696804
2102, 62, 1811.98880424, 922.50890276, 1.96042072773, 1.67314648628, 0.294447124004
2440, 202, 1688.96015813, 813.83130549, 3.10161304474, 2.38144850731, 0.240528643131
2561, 581, 257.579092297, 519.642818184, 9.05666732788, 2.88985204697, 0.581917464733
2635, 251, 261.029255488, 1172.80055955, 3.87055706978, 3.11499118805, 1.55076658726
2992, 376, 580.622662397, 707.518029445, 4.77220678329, 3.67520999908, -1.04297983646
3488, 42, 419.949064123, 802.914115034, 1.68657553196, 1.41551887989, 0.696326315403
4019, 517, 956.413982407, 340.453067148, 4.72340583801, 4.29560613632, -1.36970245838
5103, 85, 1048.34559836, 66.5003021581, 2.25915598869, 1.95407509804, 0.854311168194
5550, 165, 1191.40979299, 1166.34846705, 2.83965110779, 2.42941474915, 0.298405766487
6057, 1009, 746.490699776, 1166.80230593, 6.93232965469, 6.03071212769, -0.73154938221
6491, 2502, 1178.72999935, 1393.24837563, 6.64717149734, 4.7392988205, 0.0337789207697
6614, 396, 325.304683216, 1106.01746215, 3.64594054222, 3.45770907402, 0.376714974642
8297, 16, 635.521331704, 872.422525188, 1.02811980247, 1.00211060047, 0.478600263596
