# title!
# SN name, x, y, a, b, theta
# str, pixel, pixel, pixel, pixel, radians
1.415000000000000000e+03,1.075186483644278042e+03,1.044865493941748809e+03,1.946213150024414062e+01,1.381955623626708984e+01,1.317104935646057129e+00
